kanaele;filterpapier;zeit_filterpapier;co60;zeit_co60;ba133;zeit_ba133;background;zeit_background
2900;10;;17;;0;;54;
2901;12;;11;;0;;50;
2902;14;;10;;3;;54;
2903;8;;17;;0;;58;
2904;11;;19;;0;;51;
2905;16;;10;;1;;54;
2906;14;;11;;1;;49;
2907;17;;16;;0;;57;
2908;15;;14;;0;;67;
2909;12;;16;;1;;64;
2910;13;;17;;1;;56;
2911;12;;15;;1;;59;
2912;8;;9;;1;;63;
2913;12;;18;;1;;65;
2914;14;;15;;0;;49;
2915;23;;14;;0;;62;
2916;10;;12;;0;;80;
2917;10;;14;;0;;46;
2918;14;;18;;1;;64;
2919;12;;13;;1;;54;
2920;13;;9;;1;;54;
2921;11;;9;;0;;60;
2922;13;;11;;1;;53;
2923;10;;9;;1;;56;
2924;10;;9;;1;;55;
2925;13;;10;;1;;48;
2926;17;;14;;1;;54;
2927;14;;20;;0;;55;
2928;17;;17;;1;;49;
2929;12;;11;;1;;47;
2930;13;;12;;1;;59;
2931;19;;16;;1;;65;
2932;25;;13;;0;;64;
2933;19;;17;;1;;66;
2934;26;;11;;1;;86;
2935;40;;13;;0;;122;
2936;59;;9;;2;;153;
2937;62;;9;;2;;212;
2938;69;;11;;4;;203;
2939;68;;14;;1;;240;
2940;63;;11;;2;;279;
2941;60;;13;;1;;253;
2942;44;;17;;3;;212;
2943;30;;15;;2;;169;
2944;25;;16;;2;;126;
2945;19;;14;;2;;96;
2946;15;;12;;2;;65;
2947;11;;11;;0;;56;
2948;8;;12;;0;;53;
2949;12;;12;;2;;53;
2950;9;;14;;2;;48;
2951;8;;12;;1;;46;
2952;8;;9;;1;;63;
2953;15;;16;;0;;45;
2954;10;;12;;1;;52;
2955;8;;10;;1;;57;
2956;10;;8;;0;;50;
2957;8;;15;;0;;49;
2958;9;;10;;1;;46;
2959;15;;14;;0;;61;
2960;13;;14;;1;;60;
2961;13;;16;;1;;49;
2962;11;;18;;0;;52;
2963;11;;15;;0;;64;
2964;9;;12;;0;;52;
2965;10;;8;;1;;58;
2966;14;;13;;1;;61;
2967;12;;14;;1;;57;
2968;14;;15;;0;;54;
2969;15;;18;;1;;40;
2970;16;;16;;0;;47;
2971;16;;13;;0;;59;
2972;9;;17;;1;;57;
2973;12;;15;;1;;64;
2974;8;;16;;2;;70;
2975;14;;9;;1;;59;
2976;14;;12;;1;;72;
2977;15;;13;;2;;61;
2978;17;;12;;0;;69;
2979;21;;17;;0;;54;
2980;16;;8;;1;;66;
2981;12;;10;;1;;64;
2982;8;;10;;0;;56;
2983;10;;10;;2;;65;
2984;14;;10;;1;;65;
2985;20;;10;;0;;82;
2986;29;;12;;1;;107;
2987;47;;14;;0;;139;
2988;82;;12;;2;;208;
2989;124;;9;;1;;333;
2990;185;;8;;1;;508;
2991;234;;17;;3;;743;
2992;281;;10;;5;;937;
2993;290;;18;;9;;1079;
2994;277;;21;;7;;1118;
2995;231;;23;;12;;1118;
2996;179;;20;;6;;950;
2997;109;;25;;18;;679;
2998;85;;20;;13;;425;
2999;40;;18;;13;;302;
3000;26;;15;;8;;177;
3001;16;;13;;6;;104;
3002;14;;19;;1;;69;
3003;19;;19;;2;;49;
3004;13;;22;;2;;44;
3005;9;;14;;2;;43;
3006;10;;14;;0;;44;
3007;12;;13;;1;;49;
3008;12;;13;;1;;55;
3009;12;;13;;0;;58;
3010;16;;12;;0;;47;
3011;14;;15;;0;;45;
3012;12;;12;;0;;50;
3013;8;;11;;0;;53;
3014;11;;12;;1;;48;
3015;11;;14;;0;;60;
3016;12;;11;;1;;52;
3017;7;;10;;1;;49;
3018;9;;6;;0;;52;
3019;12;;21;;0;;42;
3020;9;;15;;2;;47;
3021;6;;10;;0;;42;
3022;9;;12;;1;;44;
3023;13;;10;;0;;46;
3024;14;;13;;1;;48;
3025;11;;11;;0;;47;
3026;11;;12;;1;;52;
3027;12;;17;;0;;55;
3028;9;;14;;2;;49;
3029;7;;11;;1;;45;
3030;8;;13;;2;;54;
3031;12;;11;;1;;55;
3032;11;;12;;1;;46;
3033;10;;10;;0;;42;
3034;13;;12;;1;;48;
3035;10;;10;;1;;47;
3036;8;;12;;0;;43;
3037;7;;13;;1;;52;
3038;9;;9;;0;;46;
3039;9;;8;;0;;52;
3040;13;;12;;1;;43;
3041;15;;17;;0;;57;
3042;10;;13;;2;;55;
3043;12;;11;;0;;52;
3044;11;;15;;0;;49;
3045;11;;18;;0;;54;
3046;10;;19;;0;;60;
3047;8;;10;;2;;50;
3048;11;;10;;0;;41;
3049;8;;12;;0;;41;
3050;8;;11;;1;;41;
3051;8;;11;;1;;42;
3052;13;;8;;0;;48;
3053;11;;12;;0;;40;
3054;13;;14;;1;;48;
3055;14;;16;;0;;49;
3056;13;;18;;1;;56;
3057;16;;18;;0;;54;
3058;13;;15;;1;;57;
3059;9;;13;;0;;46;
3060;10;;15;;0;;47;
3061;9;;14;;1;;51;
3062;8;;10;;0;;60;
3063;10;;11;;0;;44;
3064;10;;14;;1;;40;
3065;9;;16;;0;;41;
3066;12;;14;;0;;50;
3067;11;;15;;1;;47;
3068;9;;15;;0;;50;
3069;8;;15;;0;;42;
3070;6;;17;;0;;41;
3071;7;;16;;1;;47;
3072;9;;16;;1;;50;
3073;12;;15;;1;;54;
3074;16;;17;;0;;49;
3075;11;;18;;1;;47;
3076;11;;14;;0;;50;
3077;5;;11;;0;;54;
3078;15;;8;;1;;40;
3079;10;;14;;1;;51;
3080;11;;12;;0;;53;
3081;8;;9;;0;;53;
3082;12;;13;;0;;42;
3083;9;;17;;0;;45;
3084;9;;18;;1;;45;
3085;14;;15;;0;;49;
3086;15;;8;;1;;49;
3087;13;;13;;1;;56;
3088;13;;13;;1;;54;
3089;8;;9;;1;;50;
3090;8;;12;;0;;48;
3091;9;;12;;0;;48;
3092;9;;10;;0;;51;
3093;12;;9;;1;;47;
3094;11;;12;;0;;37;
3095;10;;12;;0;;58;
3096;9;;14;;0;;54;
3097;12;;12;;0;;46;
3098;20;;15;;0;;40;
3099;9;;12;;1;;40;
3100;7;;14;;1;;48;
3101;10;;12;;1;;49;
3102;11;;10;;0;;47;
3103;8;;11;;0;;49;
3104;6;;11;;1;;54;
3105;14;;12;;2;;57;
3106;21;;11;;0;;56;
3107;16;;16;;0;;69;
3108;14;;18;;1;;71;
3109;11;;12;;0;;69;
3110;12;;12;;0;;70;
3111;14;;12;;1;;56;
3112;18;;11;;0;;61;
3113;16;;9;;0;;59;
3114;12;;11;;0;;53;
3115;16;;17;;2;;53;
3116;15;;12;;1;;59;
3117;16;;13;;1;;65;
3118;24;;14;;1;;85;
3119;28;;12;;3;;98;
3120;44;;5;;0;;113;
3121;47;;14;;1;;158;
3122;53;;15;;0;;196;
3123;49;;14;;0;;209;
3124;60;;16;;0;;194;
3125;33;;12;;0;;173;
3126;28;;16;;1;;130;
3127;20;;14;;2;;95;
3128;11;;10;;1;;81;
3129;9;;13;;1;;61;
3130;13;;13;;0;;62;
3131;11;;14;;1;;61;
3132;12;;13;;1;;48;
3133;12;;14;;1;;44;
3134;8;;13;;1;;47;
3135;8;;11;;1;;46;
3136;9;;10;;1;;43;
3137;13;;12;;0;;38;
3138;13;;21;;1;;48;
3139;9;;11;;2;;59;
3140;12;;9;;2;;44;
3141;11;;15;;0;;49;
3142;7;;9;;0;;55;
3143;9;;16;;1;;48;
3144;10;;13;;0;;49;
3145;10;;17;;1;;45;
3146;11;;14;;0;;55;
3147;9;;14;;2;;57;
3148;8;;9;;1;;59;
3149;12;;10;;0;;52;
3150;15;;12;;0;;39;
3151;15;;12;;0;;46;
3152;12;;10;;0;;51;
3153;7;;12;;0;;52;
3154;9;;13;;2;;56;
3155;8;;12;;2;;43;
3156;13;;14;;1;;41;
3157;11;;15;;0;;52;
3158;9;;13;;1;;59;
3159;14;;14;;0;;55;
3160;18;;17;;0;;56;
3161;9;;17;;1;;60;
3162;14;;15;;0;;64;
3163;14;;19;;0;;63;
3164;10;;10;;1;;67;
3165;12;;11;;0;;62;
3166;6;;14;;2;;60;
3167;8;;15;;2;;50;
3168;14;;14;;2;;46;
3169;12;;14;;2;;44;
3170;13;;13;;1;;54;
3171;12;;13;;1;;50;
3172;11;;15;;1;;38;
3173;15;;12;;1;;45;
3174;14;;14;;0;;40;
3175;11;;17;;0;;48;
3176;10;;10;;1;;48;
3177;12;;13;;0;;59;
3178;13;;12;;1;;46;
3179;15;;8;;0;;50;
3180;10;;10;;1;;45;
3181;12;;12;;0;;34;
3182;11;;15;;0;;46;
3183;8;;14;;1;;44;
3184;5;;11;;1;;47;
3185;9;;14;;0;;45;
3186;11;;6;;1;;56;
3187;7;;10;;1;;54;
3188;13;;15;;0;;58;
3189;14;;12;;1;;52;
3190;8;;14;;1;;47;
3191;9;;11;;0;;52;
3192;10;;8;;1;;46;
3193;11;;13;;1;;41;
3194;12;;15;;1;;43;
3195;10;;14;;1;;44;
3196;13;;11;;2;;64;
3197;19;;13;;1;;49;
3198;12;;8;;0;;56;
3199;11;;11;;1;;66;
3200;16;;10;;1;;60;
3201;10;;13;;0;;66;
3202;13;;7;;1;;55;
3203;14;;13;;0;;49;
3204;14;;9;;1;;46;
3205;10;;13;;0;;43;
3206;13;;12;;0;;51;
3207;15;;12;;1;;51;
3208;13;;11;;0;;48;
3209;8;;17;;0;;46;
3210;8;;11;;0;;41;
3211;11;;9;;0;;42;
3212;13;;9;;0;;48;
3213;14;;12;;0;;42;
3214;11;;15;;1;;51;
3215;8;;17;;1;;51;
3216;11;;15;;1;;42;
3217;11;;12;;1;;43;
3218;12;;11;;0;;45;
3219;10;;18;;0;;48;
3220;13;;13;;0;;56;
3221;12;;18;;1;;40;
3222;13;;13;;0;;43;
3223;8;;9;;1;;47;
3224;8;;16;;1;;55;
3225;12;;11;;2;;45;
3226;8;;15;;0;;53;
3227;8;;13;;2;;50;
3228;7;;11;;2;;48;
3229;8;;14;;0;;46;
3230;11;;11;;0;;45;
3231;13;;10;;0;;52;
3232;10;;14;;0;;50;
3233;7;;11;;1;;55;
3234;10;;11;;0;;61;
3235;9;;15;;1;;53;
3236;9;;16;;0;;57;
3237;11;;10;;0;;47;
3238;12;;11;;0;;34;
3239;7;;14;;0;;48;
3240;8;;17;;2;;47;
3241;14;;11;;1;;48;
3242;13;;14;;0;;41;
3243;13;;10;;0;;57;
3244;16;;15;;0;;46;
3245;16;;18;;1;;57;
3246;17;;13;;0;;48;
3247;9;;14;;0;;53;
3248;12;;14;;2;;42;
3249;11;;13;;0;;45;
3250;11;;13;;1;;42;
3251;10;;14;;0;;42;
3252;7;;15;;0;;43;
3253;10;;13;;2;;50;
3254;13;;9;;1;;52;
3255;12;;10;;0;;50;
3256;20;;14;;0;;54;
3257;16;;11;;1;;51;
3258;14;;10;;1;;43;
3259;11;;8;;1;;56;
3260;13;;11;;0;;44;
3261;13;;7;;1;;52;
3262;12;;11;;1;;60;
3263;8;;11;;0;;71;
3264;12;;12;;0;;51;
3265;11;;12;;1;;52;
3266;12;;11;;1;;60;
3267;14;;9;;0;;48;
3268;9;;11;;0;;50;
3269;9;;11;;0;;47;
3270;11;;11;;1;;55;
3271;11;;13;;1;;46;
3272;11;;13;;1;;47;
3273;13;;15;;1;;57;
3274;10;;10;;0;;44;
3275;8;;8;;0;;43;
3276;13;;7;;1;;42;
3277;13;;7;;1;;45;
3278;13;;14;;2;;49;
3279;10;;9;;1;;45;
3280;11;;6;;0;;54;
3281;9;;7;;1;;50;
3282;15;;9;;1;;62;
3283;8;;16;;0;;43;
3284;10;;12;;0;;54;
3285;9;;10;;0;;46;
3286;11;;9;;1;;49;
3287;10;;15;;0;;62;
3288;9;;13;;0;;57;
3289;8;;11;;1;;48;
3290;12;;10;;0;;49;
3291;12;;11;;1;;52;
3292;11;;10;;0;;47;
3293;12;;11;;0;;43;
3294;13;;8;;0;;48;
3295;15;;14;;1;;44;
3296;11;;15;;0;;42;
3297;13;;11;;0;;49;
3298;11;;14;;1;;52;
3299;11;;14;;1;;49;
3300;9;;10;;0;;50;
3301;5;;16;;2;;43;
3302;9;;10;;1;;47;
3303;11;;16;;0;;46;
3304;9;;13;;0;;33;
3305;7;;13;;0;;46;
3306;9;;13;;0;;47;
3307;11;;11;;0;;52;
3308;8;;10;;0;;53;
3309;14;;13;;2;;49;
3310;14;;16;;0;;54;
3311;8;;16;;0;;45;
3312;7;;16;;0;;57;
3313;8;;13;;0;;54;
3314;9;;14;;0;;42;
3315;11;;12;;0;;42;
3316;12;;11;;0;;41;
3317;7;;12;;0;;45;
3318;8;;14;;1;;46;
3319;12;;8;;0;;57;
3320;9;;9;;0;;42;
3321;8;;9;;1;;48;
3322;6;;9;;0;;42;
3323;6;;14;;1;;42;
3324;10;;15;;0;;40;
3325;13;;15;;0;;43;
3326;8;;13;;0;;48;
3327;11;;15;;0;;44;
3328;10;;11;;1;;40;
3329;9;;14;;0;;47;
3330;7;;10;;0;;46;
3331;9;;16;;0;;57;
3332;10;;15;;0;;51;
3333;10;;14;;0;;43;
3334;9;;8;;0;;38;
3335;8;;10;;1;;39;
3336;11;;14;;1;;42;
3337;9;;10;;0;;36;
3338;7;;14;;0;;36;
3339;9;;11;;1;;37;
3340;12;;10;;0;;31;
3341;13;;9;;0;;34;
3342;9;;13;;0;;36;
3343;7;;11;;1;;29;
3344;5;;8;;2;;34;
3345;5;;15;;0;;40;
3346;8;;17;;0;;35;
3347;13;;9;;0;;43;
3348;12;;11;;1;;43;
3349;9;;9;;0;;42;
3350;9;;11;;0;;39;
3351;12;;9;;0;;40;
3352;11;;11;;0;;44;
3353;9;;14;;0;;43;
3354;15;;16;;2;;36;
3355;13;;12;;0;;33;
3356;12;;9;;2;;38;
3357;8;;7;;1;;46;
3358;10;;11;;1;;44;
3359;13;;8;;1;;39;
3360;8;;11;;0;;48;
3361;6;;10;;1;;46;
3362;12;;10;;1;;43;
3363;8;;9;;0;;38;
3364;6;;14;;1;;29;
3365;10;;9;;1;;48;
3366;13;;12;;0;;45;
3367;8;;12;;1;;36;
3368;11;;11;;2;;44;
3369;12;;12;;0;;43;
3370;6;;12;;0;;41;
3371;13;;12;;0;;43;
3372;13;;8;;0;;38;
3373;10;;9;;1;;35;
3374;11;;8;;2;;31;
3375;12;;11;;0;;35;
3376;12;;11;;0;;41;
3377;11;;8;;1;;50;
3378;11;;11;;1;;42;
3379;10;;7;;0;;29;
3380;9;;8;;0;;43;
3381;9;;9;;0;;42;
3382;7;;11;;0;;35;
3383;5;;15;;0;;44;
3384;11;;22;;0;;49;
3385;3;;12;;0;;37;
3386;8;;10;;1;;33;
3387;10;;9;;0;;37;
3388;9;;11;;0;;36;
3389;8;;9;;1;;39;
3390;8;;11;;2;;39;
3391;12;;14;;0;;46;
3392;10;;13;;1;;44;
3393;8;;19;;2;;44;
3394;11;;16;;0;;45;
3395;10;;14;;1;;39;
3396;9;;12;;0;;37;
3397;10;;15;;0;;39;
3398;9;;15;;0;;38;
3399;8;;12;;0;;43;
3400;14;;13;;0;;42;
3401;8;;9;;1;;38;
3402;9;;12;;0;;40;
3403;6;;9;;0;;43;
3404;11;;11;;0;;42;
3405;12;;13;;0;;39;
3406;7;;16;;0;;39;
3407;11;;10;;1;;38;
3408;9;;14;;0;;43;
3409;11;;12;;0;;42;
3410;10;;8;;0;;42;
3411;9;;9;;0;;29;
3412;13;;14;;2;;31;
3413;8;;13;;1;;34;
3414;9;;11;;0;;33;
3415;9;;11;;0;;40;
3416;10;;8;;0;;42;
3417;11;;9;;1;;33;
3418;8;;11;;0;;27;
3419;8;;14;;1;;41;
3420;7;;18;;0;;40;
3421;6;;14;;0;;35;
3422;7;;13;;0;;41;
3423;10;;15;;0;;40;
3424;5;;15;;1;;34;
3425;13;;15;;0;;32;
3426;4;;5;;0;;35;
3427;17;;7;;0;;41;
3428;9;;7;;1;;38;
3429;6;;15;;0;;38;
3430;11;;13;;0;;40;
3431;8;;11;;1;;39;
3432;7;;11;;0;;37;
3433;7;;10;;0;;44;
3434;5;;10;;0;;43;
3435;9;;10;;0;;31;
3436;9;;11;;1;;31;
3437;8;;13;;0;;38;
3438;4;;13;;0;;37;
3439;6;;12;;0;;43;
3440;8;;9;;1;;42;
3441;12;;10;;0;;41;
3442;7;;18;;1;;41;
3443;12;;11;;1;;34;
3444;14;;10;;0;;37;
3445;12;;9;;0;;33;
3446;6;;9;;0;;42;
3447;7;;11;;0;;37;
3448;9;;10;;0;;42;
3449;8;;8;;0;;37;
3450;10;;10;;0;;45;
3451;8;;7;;0;;43;
3452;9;;7;;1;;32;
3453;6;;9;;0;;38;
3454;7;;13;;0;;42;
3455;8;;13;;0;;38;
3456;8;;17;;2;;40;
3457;8;;15;;1;;41;
3458;9;;15;;0;;34;
3459;10;;15;;0;;36;
3460;10;;9;;1;;45;
3461;10;;12;;0;;46;
3462;7;;10;;0;;29;
3463;11;;10;;0;;34;
3464;12;;9;;0;;36;
3465;4;;5;;1;;48;
3466;12;;16;;1;;42;
3467;6;;7;;0;;38;
3468;10;;10;;3;;29;
3469;9;;11;;0;;34;
3470;5;;14;;0;;33;
3471;4;;14;;0;;43;
3472;7;;12;;0;;36;
3473;13;;8;;0;;38;
3474;10;;8;;0;;36;
3475;9;;11;;0;;29;
3476;9;;12;;1;;35;
3477;11;;12;;0;;36;
3478;9;;12;;0;;37;
3479;7;;10;;0;;34;
3480;11;;17;;1;;36;
3481;10;;18;;0;;43;
3482;5;;15;;0;;41;
3483;5;;8;;1;;41;
3484;7;;11;;1;;36;
3485;6;;10;;1;;37;
3486;8;;10;;0;;38;
3487;7;;8;;1;;38;
3488;8;;6;;0;;40;
3489;10;;6;;0;;37;
3490;5;;9;;0;;18;
3491;6;;10;;0;;27;
3492;11;;8;;1;;34;
3493;9;;8;;0;;38;
3494;10;;7;;0;;38;
3495;10;;9;;0;;43;
3496;8;;10;;0;;46;
3497;8;;13;;1;;36;
3498;6;;12;;1;;42;
3499;6;;8;;0;;44;
3500;8;;7;;0;;47;
3501;6;;9;;1;;38;
3502;8;;14;;1;;34;
3503;12;;14;;0;;31;
3504;11;;9;;0;;35;
3505;8;;7;;0;;37;
3506;8;;8;;0;;25;
3507;8;;14;;0;;47;
3508;7;;12;;0;;33;
3509;4;;15;;0;;31;
3510;9;;10;;0;;28;
3511;10;;14;;0;;37;
3512;6;;12;;0;;31;
3513;8;;12;;0;;36;
3514;10;;10;;0;;44;
3515;12;;10;;0;;45;
3516;14;;10;;0;;59;
3517;17;;11;;1;;81;
3518;25;;14;;0;;99;
3519;27;;16;;0;;111;
3520;21;;11;;0;;110;
3521;31;;11;;1;;131;
3522;31;;7;;1;;128;
3523;24;;11;;2;;120;
3524;24;;9;;1;;129;
3525;24;;14;;0;;96;
3526;16;;7;;1;;86;
3527;8;;13;;0;;81;
3528;12;;12;;1;;63;
3529;10;;15;;0;;65;
3530;11;;10;;3;;51;
3531;17;;12;;1;;45;
3532;8;;16;;2;;38;
3533;10;;9;;0;;40;
3534;10;;10;;1;;37;
3535;7;;11;;0;;41;
3536;5;;7;;0;;41;
3537;9;;8;;0;;38;
3538;13;;12;;1;;36;
3539;13;;15;;0;;39;
3540;7;;12;;1;;47;
3541;12;;10;;0;;60;
3542;15;;6;;0;;60;
3543;26;;6;;1;;68;
3544;28;;8;;0;;82;
3545;31;;13;;1;;105;
3546;31;;17;;1;;127;
3547;28;;12;;0;;101;
3548;21;;9;;1;;111;
3549;17;;14;;1;;60;
3550;15;;11;;0;;52;
3551;15;;12;;1;;52;
3552;10;;11;;0;;34;
3553;8;;10;;0;;42;
3554;7;;12;;1;;35;
3555;5;;12;;2;;35;
3556;6;;10;;2;;33;
3557;9;;10;;0;;39;
3558;8;;9;;1;;43;
3559;5;;9;;1;;40;
3560;7;;17;;0;;33;
3561;10;;13;;0;;36;
3562;10;;8;;0;;36;
3563;10;;11;;0;;34;
3564;9;;11;;1;;35;
3565;6;;9;;0;;39;
3566;5;;10;;0;;42;
3567;6;;7;;1;;57;
3568;7;;15;;2;;32;
3569;6;;5;;0;;26;
3570;12;;6;;0;;30;
3571;12;;8;;0;;40;
3572;7;;9;;0;;36;
3573;5;;9;;0;;29;
3574;6;;9;;1;;33;
3575;9;;8;;0;;35;
3576;6;;8;;1;;27;
3577;9;;9;;1;;34;
3578;11;;9;;0;;40;
3579;14;;12;;0;;36;
3580;8;;12;;1;;30;
3581;6;;12;;0;;21;
3582;3;;9;;0;;32;
3583;5;;9;;0;;32;
3584;9;;11;;0;;39;
3585;6;;8;;1;;39;
3586;8;;9;;0;;34;
3587;10;;11;;0;;36;
3588;10;;12;;1;;45;
3589;10;;8;;0;;41;
3590;8;;8;;0;;40;
3591;11;;13;;0;;32;
3592;8;;7;;0;;31;
3593;6;;9;;0;;39;
3594;12;;17;;0;;35;
3595;12;;11;;0;;32;
3596;7;;11;;1;;27;
3597;7;;10;;0;;30;
3598;7;;13;;0;;28;
3599;5;;13;;0;;30;
3600;6;;9;;0;;36;
3601;6;;11;;1;;33;
3602;6;;12;;0;;36;
3603;8;;13;;0;;26;
3604;4;;10;;0;;36;
3605;7;;12;;1;;39;
3606;8;;9;;0;;38;
3607;8;;10;;0;;32;
3608;7;;9;;0;;39;
3609;15;;10;;2;;41;
3610;6;;8;;0;;35;
3611;14;;10;;1;;34;
3612;10;;12;;0;;29;
3613;10;;14;;0;;38;
3614;9;;9;;0;;37;
3615;10;;10;;0;;28;
3616;10;;9;;1;;27;
3617;10;;13;;1;;38;
3618;6;;10;;2;;45;
3619;9;;6;;0;;42;
3620;13;;8;;0;;35;
3621;7;;8;;0;;31;
3622;7;;7;;0;;33;
3623;5;;10;;0;;28;
3624;5;;7;;1;;31;
3625;4;;9;;2;;40;
3626;11;;9;;1;;41;
3627;5;;8;;0;;29;
3628;8;;9;;1;;33;
3629;14;;13;;1;;46;
3630;8;;10;;0;;46;
3631;7;;6;;0;;39;
3632;10;;7;;0;;35;
3633;7;;10;;1;;37;
3634;10;;12;;0;;34;
3635;8;;8;;1;;35;
3636;11;;10;;1;;39;
3637;13;;10;;0;;40;
3638;8;;12;;0;;44;
3639;9;;13;;0;;40;
3640;11;;9;;0;;36;
3641;8;;8;;1;;31;
3642;4;;11;;0;;30;
3643;6;;14;;0;;37;
3644;8;;14;;0;;37;
3645;8;;15;;0;;42;
3646;4;;8;;0;;43;
3647;7;;14;;0;;31;
3648;4;;12;;0;;39;
3649;9;;15;;0;;35;
3650;11;;8;;0;;42;
3651;11;;7;;0;;40;
3652;10;;10;;1;;39;
3653;6;;8;;3;;30;
3654;6;;10;;1;;43;
3655;9;;7;;0;;40;
3656;9;;9;;1;;31;
3657;10;;9;;0;;28;
3658;9;;8;;0;;36;
3659;9;;13;;0;;33;
3660;6;;14;;0;;39;
3661;7;;12;;1;;38;
3662;11;;10;;1;;30;
3663;11;;12;;1;;35;
3664;12;;7;;0;;40;
3665;10;;9;;0;;33;
3666;7;;8;;0;;31;
3667;5;;14;;0;;26;
3668;7;;10;;1;;42;
3669;14;;10;;1;;36;
3670;12;;12;;0;;57;
3671;6;;12;;0;;40;
3672;15;;14;;0;;59;
3673;19;;10;;1;;82;
3674;30;;9;;0;;106;
3675;34;;11;;0;;142;
3676;56;;10;;0;;197;
3677;76;;13;;2;;286;
3678;89;;15;;1;;336;
3679;81;;15;;4;;360;
3680;71;;15;;3;;368;
3681;60;;14;;2;;321;
3682;49;;19;;3;;247;
3683;33;;14;;7;;183;
3684;21;;9;;4;;125;
3685;16;;12;;4;;83;
3686;14;;15;;3;;58;
3687;6;;13;;1;;55;
3688;11;;12;;1;;43;
3689;6;;13;;4;;34;
3690;8;;12;;1;;33;
3691;7;;9;;0;;29;
3692;12;;5;;1;;31;
3693;7;;11;;1;;34;
3694;6;;12;;0;;46;
3695;8;;11;;2;;39;
3696;9;;13;;1;;34;
3697;10;;13;;0;;30;
3698;10;;14;;1;;33;
3699;9;;12;;0;;32;
3700;7;;14;;0;;34;
3701;7;;11;;0;;35;
3702;7;;11;;0;;39;
3703;5;;13;;0;;36;
3704;8;;16;;1;;39;
3705;13;;9;;0;;38;
3706;11;;11;;0;;34;
3707;10;;12;;0;;36;
3708;5;;10;;0;;36;
3709;7;;10;;1;;38;
3710;5;;11;;0;;38;
3711;8;;11;;1;;36;
3712;11;;10;;3;;29;
3713;11;;11;;0;;45;
3714;6;;7;;1;;30;
3715;7;;11;;0;;33;
3716;6;;15;;0;;31;
3717;9;;7;;1;;32;
3718;6;;10;;0;;30;
3719;4;;14;;0;;39;
3720;7;;11;;0;;39;
3721;7;;10;;0;;36;
3722;5;;8;;1;;34;
3723;9;;11;;1;;30;
3724;11;;8;;0;;36;
3725;13;;9;;0;;34;
3726;11;;17;;0;;39;
3727;7;;11;;2;;38;
3728;5;;15;;1;;32;
3729;8;;14;;0;;34;
3730;6;;8;;0;;37;
3731;6;;12;;0;;41;
3732;5;;8;;0;;44;
3733;6;;14;;0;;39;
3734;6;;11;;1;;33;
3735;6;;11;;0;;40;
3736;6;;12;;0;;28;
3737;7;;15;;1;;35;
3738;7;;10;;0;;32;
3739;8;;15;;1;;38;
3740;9;;13;;0;;32;
3741;11;;10;;1;;28;
3742;11;;11;;1;;30;
3743;6;;13;;1;;31;
3744;5;;15;;0;;35;
3745;5;;15;;0;;38;
3746;5;;16;;0;;36;
3747;8;;10;;1;;36;
3748;7;;11;;1;;32;
3749;5;;14;;1;;32;
3750;4;;15;;0;;33;
3751;8;;8;;0;;34;
3752;11;;16;;0;;25;
3753;9;;12;;1;;37;
3754;3;;15;;2;;41;
3755;11;;9;;0;;42;
3756;12;;8;;1;;35;
3757;10;;13;;1;;23;
3758;11;;14;;2;;27;
3759;7;;14;;1;;38;
3760;5;;11;;1;;36;
3761;7;;11;;2;;40;
3762;9;;11;;0;;35;
3763;9;;11;;1;;28;
3764;10;;13;;1;;25;
3765;8;;11;;2;;28;
3766;5;;11;;1;;38;
3767;10;;13;;0;;34;
3768;8;;9;;0;;33;
3769;4;;14;;0;;37;
3770;6;;11;;1;;36;
3771;3;;8;;0;;37;
3772;8;;17;;0;;27;
3773;6;;13;;0;;36;
3774;5;;23;;1;;30;
3775;7;;14;;1;;36;
3776;7;;16;;0;;33;
3777;11;;16;;1;;33;
3778;10;;10;;0;;32;
3779;9;;10;;0;;41;
3780;10;;10;;0;;37;
3781;8;;13;;1;;29;
3782;7;;11;;0;;34;
3783;8;;14;;0;;36;
3784;9;;13;;0;;35;
3785;11;;10;;0;;33;
3786;6;;12;;0;;30;
3787;9;;13;;0;;34;
3788;7;;11;;0;;42;
3789;8;;14;;1;;27;
3790;10;;19;;0;;38;
3791;4;;13;;0;;32;
3792;7;;18;;0;;29;
3793;6;;17;;0;;40;
3794;5;;9;;1;;44;
3795;6;;15;;1;;45;
3796;7;;20;;1;;39;
3797;6;;13;;0;;31;
3798;9;;10;;0;;40;
3799;6;;9;;0;;45;
3800;6;;14;;0;;38;
3801;8;;13;;1;;35;
3802;7;;11;;1;;32;
3803;7;;9;;0;;34;
3804;8;;15;;0;;38;
3805;9;;13;;0;;37;
3806;8;;15;;0;;42;
3807;7;;18;;0;;36;
3808;8;;19;;1;;40;
3809;6;;9;;0;;34;
3810;9;;16;;1;;39;
3811;6;;13;;0;;39;
3812;9;;10;;0;;29;
3813;11;;18;;1;;33;
3814;14;;17;;0;;50;
3815;12;;10;;1;;43;
3816;14;;15;;1;;49;
3817;12;;13;;2;;56;
3818;16;;14;;0;;65;
3819;15;;15;;1;;60;
3820;11;;14;;1;;50;
3821;10;;18;;0;;55;
3822;9;;14;;0;;52;
3823;11;;16;;2;;47;
3824;7;;14;;1;;50;
3825;5;;11;;0;;41;
3826;8;;7;;1;;39;
3827;8;;9;;1;;31;
3828;9;;11;;1;;31;
