kanaele;filterpapier;zeit_filterpapier;co60;zeit_co60;ba133;zeit_ba133;background;zeit_background
13551;1;;0;;0;;2;
13552;0;;0;;0;;2;
13553;0;;0;;0;;1;
13554;0;;0;;0;;2;
13555;0;;0;;0;;1;
13556;0;;0;;0;;3;
13557;1;;0;;0;;4;
13558;1;;0;;0;;3;
13559;2;;0;;0;;4;
13560;0;;0;;0;;3;
13561;0;;0;;0;;4;
13562;2;;0;;0;;5;
13563;0;;0;;0;;2;
13564;0;;0;;0;;2;
13565;0;;0;;0;;4;
13566;1;;0;;1;;3;
13567;3;;0;;0;;3;
13568;0;;0;;0;;3;
13569;0;;0;;0;;2;
13570;1;;0;;0;;1;
13571;1;;0;;0;;1;
13572;0;;0;;0;;1;
13573;1;;0;;0;;5;
13574;1;;0;;0;;2;
13575;0;;0;;0;;4;
13576;0;;0;;0;;5;
13577;2;;0;;1;;3;
13578;1;;0;;0;;4;
13579;0;;0;;0;;4;
13580;0;;0;;0;;2;
13581;2;;0;;0;;6;
13582;2;;0;;0;;4;
13583;1;;0;;0;;4;
13584;0;;0;;0;;5;
13585;0;;0;;0;;3;
13586;0;;0;;0;;3;
13587;1;;0;;0;;3;
13588;0;;0;;0;;1;
13589;0;;0;;0;;2;
13590;0;;0;;0;;2;
13591;1;;0;;0;;1;
13592;0;;0;;0;;4;
13593;1;;0;;0;;3;
13594;0;;0;;0;;2;
13595;0;;0;;0;;2;
13596;0;;0;;0;;1;
13597;1;;0;;0;;1;
13598;1;;0;;0;;7;
13599;0;;0;;0;;7;
13600;0;;1;;0;;3;
13601;0;;0;;0;;1;
13602;0;;0;;0;;3;
13603;0;;0;;0;;3;
13604;1;;0;;0;;2;
13605;2;;0;;0;;5;
13606;0;;0;;0;;3;
13607;1;;1;;0;;1;
13608;0;;0;;0;;1;
13609;0;;0;;0;;3;
13610;1;;0;;0;;3;
13611;0;;0;;0;;2;
13612;0;;1;;0;;2;
13613;1;;0;;0;;3;
13614;0;;0;;0;;4;
13615;0;;0;;0;;2;
13616;3;;0;;0;;4;
13617;1;;0;;0;;3;
13618;0;;0;;0;;2;
13619;0;;0;;0;;2;
13620;1;;0;;0;;5;
13621;0;;0;;0;;8;
13622;1;;0;;0;;1;
13623;1;;0;;0;;6;
13624;4;;0;;0;;2;
13625;1;;1;;0;;5;
13626;2;;0;;0;;5;
13627;0;;0;;0;;2;
13628;2;;0;;0;;2;
13629;0;;0;;1;;1;
13630;0;;0;;0;;2;
13631;2;;0;;0;;2;
13632;1;;0;;0;;1;
13633;1;;0;;0;;1;
13634;1;;0;;0;;3;
13635;1;;0;;0;;2;
13636;1;;0;;0;;2;
13637;0;;0;;0;;5;
13638;0;;0;;0;;1;
13639;0;;0;;0;;1;
13640;0;;0;;0;;4;
13641;0;;1;;0;;2;
13642;0;;1;;0;;4;
13643;1;;0;;0;;3;
13644;1;;1;;0;;3;
13645;0;;0;;0;;2;
13646;0;;0;;0;;3;
13647;1;;0;;0;;3;
13648;1;;0;;0;;2;
13649;0;;0;;0;;2;
13650;0;;0;;0;;3;
13651;0;;0;;0;;3;
13652;1;;0;;0;;1;
13653;2;;0;;0;;0;
13654;1;;0;;0;;4;
13655;0;;0;;0;;4;
13656;1;;0;;0;;1;
13657;1;;0;;0;;1;
13658;1;;0;;0;;5;
13659;1;;0;;1;;7;
13660;1;;0;;0;;3;
13661;2;;0;;0;;8;
13662;1;;0;;0;;3;
13663;0;;0;;0;;1;
13664;1;;0;;0;;3;
13665;0;;0;;0;;3;
13666;1;;0;;0;;3;
13667;2;;0;;0;;3;
13668;0;;0;;0;;3;
13669;0;;0;;0;;0;
13670;0;;0;;1;;2;
13671;0;;0;;0;;3;
13672;0;;0;;0;;5;
13673;1;;0;;0;;4;
13674;1;;0;;0;;2;
13675;0;;0;;0;;6;
13676;0;;0;;0;;4;
13677;1;;0;;0;;2;
13678;0;;0;;0;;3;
13679;0;;0;;0;;6;
13680;0;;0;;0;;3;
13681;1;;0;;0;;4;
13682;0;;0;;0;;5;
13683;0;;0;;0;;3;
13684;1;;0;;0;;2;
13685;0;;0;;0;;3;
13686;1;;0;;0;;5;
13687;0;;0;;0;;2;
13688;1;;0;;0;;0;
13689;1;;0;;0;;3;
13690;0;;0;;0;;2;
13691;0;;0;;0;;1;
13692;1;;0;;0;;1;
13693;0;;0;;0;;0;
13694;0;;0;;0;;1;
13695;0;;1;;0;;0;
13696;0;;0;;0;;3;
13697;0;;0;;0;;3;
13698;0;;0;;0;;2;
13699;1;;0;;0;;3;
13700;1;;0;;1;;5;
13701;0;;1;;0;;3;
13702;0;;0;;0;;5;
13703;1;;0;;0;;1;
13704;0;;0;;0;;1;
13705;2;;0;;0;;4;
13706;0;;1;;0;;4;
13707;2;;0;;0;;2;
13708;0;;0;;1;;1;
13709;1;;0;;0;;3;
13710;0;;0;;0;;2;
13711;0;;0;;1;;2;
13712;0;;0;;0;;2;
13713;0;;0;;0;;2;
13714;1;;0;;0;;3;
13715;1;;0;;0;;3;
13716;1;;0;;0;;1;
13717;0;;0;;0;;0;
13718;3;;0;;0;;3;
13719;1;;0;;0;;2;
13720;1;;0;;0;;3;
13721;1;;0;;0;;4;
13722;0;;0;;0;;1;
13723;0;;0;;0;;2;
13724;0;;0;;0;;4;
13725;0;;0;;0;;1;
13726;0;;0;;0;;6;
13727;0;;0;;0;;5;
13728;1;;0;;0;;5;
13729;1;;0;;0;;3;
13730;0;;0;;0;;3;
13731;0;;0;;0;;3;
13732;1;;0;;0;;1;
13733;0;;1;;0;;4;
13734;1;;0;;0;;1;
13735;2;;0;;0;;2;
13736;1;;0;;0;;1;
13737;1;;0;;0;;2;
13738;1;;0;;0;;3;
13739;0;;0;;0;;4;
13740;1;;0;;0;;2;
13741;1;;0;;0;;3;
13742;0;;0;;0;;2;
13743;1;;0;;0;;1;
13744;0;;0;;0;;3;
13745;0;;0;;0;;5;
13746;1;;0;;0;;2;
13747;0;;0;;0;;3;
13748;2;;0;;0;;2;
13749;0;;1;;0;;4;
13750;2;;0;;0;;4;
13751;1;;0;;0;;2;
13752;0;;0;;0;;0;
13753;0;;0;;0;;2;
13754;1;;0;;0;;2;
13755;1;;0;;0;;4;
13756;0;;0;;0;;1;
13757;2;;0;;1;;1;
13758;1;;0;;0;;1;
13759;0;;0;;0;;1;
13760;1;;0;;0;;3;
13761;0;;0;;0;;2;
13762;1;;0;;0;;3;
13763;1;;0;;0;;4;
13764;1;;0;;0;;3;
13765;0;;0;;0;;2;
13766;1;;0;;0;;8;
13767;1;;0;;0;;3;
13768;0;;0;;0;;4;
13769;1;;0;;0;;3;
13770;2;;0;;0;;3;
13771;0;;0;;0;;2;
13772;0;;0;;0;;3;
13773;1;;0;;0;;4;
13774;0;;0;;0;;3;
13775;2;;0;;0;;5;
13776;1;;0;;0;;3;
13777;3;;0;;0;;2;
13778;1;;0;;0;;2;
13779;1;;0;;0;;2;
13780;0;;0;;0;;3;
13781;1;;0;;0;;3;
13782;1;;0;;0;;3;
13783;1;;0;;0;;5;
13784;1;;0;;0;;6;
13785;0;;0;;0;;2;
13786;0;;0;;0;;6;
13787;0;;0;;0;;5;
13788;0;;0;;0;;5;
13789;0;;0;;0;;5;
13790;1;;0;;0;;7;
13791;0;;0;;0;;5;
13792;0;;0;;0;;3;
13793;0;;0;;0;;4;
13794;2;;0;;0;;5;
13795;0;;0;;0;;2;
13796;2;;0;;0;;4;
13797;1;;0;;0;;2;
13798;0;;0;;0;;3;
13799;1;;0;;0;;5;
13800;1;;0;;0;;3;
13801;1;;0;;0;;1;
13802;0;;0;;0;;1;
13803;0;;0;;0;;4;
13804;1;;0;;0;;4;
13805;1;;0;;0;;2;
13806;0;;0;;0;;1;
13807;0;;0;;0;;0;
13808;2;;0;;1;;2;
13809;0;;0;;0;;2;
13810;0;;0;;0;;3;
13811;0;;0;;0;;4;
13812;1;;0;;0;;2;
13813;0;;0;;0;;1;
13814;0;;1;;0;;3;
13815;0;;0;;0;;1;
13816;0;;0;;0;;2;
13817;0;;0;;0;;2;
13818;0;;0;;0;;3;
13819;0;;1;;0;;1;
13820;1;;0;;0;;3;
13821;1;;0;;0;;2;
13822;0;;0;;0;;2;
13823;1;;0;;0;;2;
13824;2;;0;;0;;4;
13825;0;;0;;0;;5;
13826;1;;0;;0;;2;
13827;0;;0;;0;;3;
13828;1;;0;;0;;4;
13829;0;;0;;0;;5;
13830;0;;0;;0;;3;
13831;0;;0;;0;;4;
13832;0;;0;;0;;3;
13833;0;;0;;0;;4;
13834;1;;0;;0;;3;
13835;0;;0;;0;;3;
13836;0;;0;;0;;3;
13837;2;;0;;0;;4;
13838;1;;1;;0;;1;
13839;1;;0;;0;;2;
13840;1;;0;;0;;4;
13841;1;;0;;0;;4;
13842;0;;0;;0;;3;
13843;0;;0;;0;;1;
13844;0;;0;;0;;3;
13845;0;;0;;0;;3;
13846;0;;0;;0;;1;
13847;0;;0;;0;;5;
13848;0;;0;;0;;2;
13849;1;;0;;0;;4;
13850;1;;0;;0;;2;
13851;1;;0;;0;;4;
13852;0;;0;;1;;3;
13853;0;;0;;0;;2;
13854;1;;0;;0;;4;
13855;0;;1;;1;;6;
13856;1;;0;;0;;5;
13857;0;;0;;0;;3;
13858;0;;0;;0;;4;
13859;0;;0;;1;;2;
13860;0;;0;;0;;1;
13861;1;;0;;0;;1;
13862;1;;0;;0;;1;
13863;0;;0;;1;;3;
13864;0;;1;;0;;2;
13865;0;;0;;0;;3;
13866;0;;0;;0;;0;
13867;0;;0;;0;;3;
13868;1;;0;;0;;4;
13869;0;;0;;0;;2;
13870;1;;1;;0;;6;
13871;0;;0;;0;;2;
13872;0;;0;;0;;1;
13873;1;;0;;0;;2;
13874;1;;0;;0;;1;
13875;0;;0;;0;;2;
13876;1;;0;;0;;1;
13877;2;;0;;0;;3;
13878;2;;0;;0;;3;
13879;0;;0;;0;;3;
13880;0;;1;;0;;4;
13881;1;;0;;0;;2;
13882;1;;1;;0;;2;
13883;0;;0;;0;;3;
13884;1;;0;;0;;2;
13885;0;;0;;0;;4;
13886;0;;0;;0;;1;
13887;0;;0;;0;;2;
13888;0;;0;;0;;6;
13889;0;;0;;1;;5;
13890;1;;0;;0;;6;
13891;0;;0;;0;;2;
13892;1;;0;;0;;0;
13893;0;;0;;0;;2;
13894;0;;0;;0;;1;
13895;0;;0;;0;;3;
13896;0;;0;;0;;3;
13897;1;;0;;0;;2;
13898;2;;0;;0;;4;
13899;2;;0;;0;;3;
13900;0;;0;;0;;3;
13901;0;;0;;0;;2;
13902;0;;0;;1;;3;
13903;1;;0;;0;;2;
13904;1;;1;;0;;1;
13905;1;;0;;0;;2;
13906;0;;0;;0;;3;
13907;0;;0;;0;;1;
13908;0;;0;;0;;1;
13909;1;;0;;0;;1;
13910;0;;0;;0;;3;
13911;0;;0;;0;;3;
13912;0;;0;;0;;2;
13913;0;;0;;0;;3;
13914;0;;0;;0;;4;
13915;0;;0;;0;;4;
13916;0;;1;;0;;4;
13917;0;;0;;0;;2;
13918;1;;0;;0;;3;
13919;1;;1;;0;;2;
13920;0;;1;;0;;4;
13921;0;;0;;0;;5;
13922;0;;0;;0;;1;
13923;0;;1;;0;;0;
13924;0;;0;;0;;1;
13925;0;;0;;0;;3;
13926;0;;0;;0;;2;
13927;1;;0;;0;;1;
13928;0;;0;;0;;0;
13929;0;;0;;0;;4;
13930;0;;0;;0;;4;
13931;1;;0;;0;;2;
13932;1;;0;;0;;6;
13933;0;;0;;0;;3;
13934;0;;0;;0;;4;
13935;0;;0;;0;;3;
13936;2;;0;;0;;3;
13937;0;;0;;0;;1;
13938;0;;0;;0;;1;
13939;0;;0;;0;;2;
13940;0;;0;;0;;3;
13941;1;;0;;0;;3;
13942;1;;0;;0;;4;
13943;1;;0;;0;;2;
13944;0;;0;;0;;5;
13945;1;;0;;0;;1;
13946;1;;0;;0;;3;
13947;1;;0;;0;;5;
13948;1;;0;;1;;1;
13949;0;;0;;0;;2;
13950;2;;0;;0;;2;
13951;2;;0;;0;;4;
13952;1;;0;;0;;4;
13953;2;;0;;0;;2;
13954;0;;0;;0;;2;
13955;0;;0;;0;;6;
13956;0;;0;;0;;3;
13957;0;;0;;0;;4;
13958;0;;0;;0;;3;
13959;0;;0;;0;;2;
13960;0;;0;;0;;2;
13961;0;;0;;0;;1;
13962;0;;0;;0;;0;
13963;0;;0;;0;;3;
13964;1;;0;;0;;1;
13965;1;;0;;0;;1;
13966;0;;0;;1;;1;
13967;1;;1;;0;;4;
13968;0;;0;;0;;5;
13969;1;;1;;0;;3;
13970;0;;0;;0;;0;
13971;0;;0;;0;;3;
13972;0;;0;;0;;4;
13973;0;;1;;0;;1;
13974;0;;0;;0;;3;
13975;1;;0;;0;;6;
13976;1;;0;;0;;3;
13977;0;;0;;0;;2;
13978;0;;0;;0;;1;
13979;0;;0;;0;;1;
13980;1;;0;;0;;2;
13981;0;;0;;0;;4;
13982;1;;0;;0;;4;
13983;1;;0;;0;;2;
13984;0;;0;;0;;1;
13985;0;;0;;0;;2;
13986;0;;0;;0;;1;
13987;0;;0;;0;;4;
13988;1;;0;;0;;4;
13989;1;;0;;0;;1;
13990;0;;1;;0;;1;
13991;0;;0;;0;;3;
13992;0;;0;;0;;3;
13993;0;;0;;1;;0;
13994;0;;0;;0;;1;
13995;1;;0;;0;;1;
13996;0;;0;;0;;3;
13997;1;;1;;0;;3;
13998;1;;0;;0;;1;
13999;1;;0;;0;;2;
14000;1;;0;;0;;3;
14001;0;;0;;0;;4;
14002;0;;0;;0;;2;
14003;1;;0;;0;;3;
14004;0;;0;;0;;2;
14005;1;;0;;0;;1;
14006;1;;0;;0;;2;
14007;1;;0;;0;;2;
14008;1;;0;;0;;2;
14009;0;;0;;0;;4;
14010;0;;0;;0;;2;
14011;0;;0;;0;;4;
14012;0;;0;;0;;5;
14013;1;;0;;0;;3;
14014;1;;0;;0;;2;
14015;1;;0;;0;;4;
14016;1;;0;;0;;7;
14017;2;;0;;0;;4;
14018;1;;0;;0;;3;
14019;0;;0;;1;;2;
14020;1;;0;;1;;1;
14021;1;;0;;1;;4;
14022;1;;0;;0;;5;
14023;1;;0;;0;;4;
14024;0;;0;;0;;3;
14025;0;;0;;0;;1;
14026;1;;0;;1;;3;
14027;0;;0;;0;;6;
14028;1;;0;;0;;4;
14029;2;;0;;0;;4;
14030;1;;0;;0;;3;
14031;0;;0;;0;;2;
14032;0;;0;;0;;3;
14033;3;;0;;0;;5;
14034;1;;0;;0;;5;
14035;1;;0;;0;;1;
14036;0;;0;;0;;1;
14037;0;;0;;0;;1;
14038;2;;0;;0;;1;
14039;0;;0;;0;;4;
14040;0;;0;;0;;4;
14041;0;;0;;0;;2;
14042;1;;0;;0;;1;
14043;0;;0;;0;;3;
14044;0;;0;;0;;3;
14045;1;;0;;0;;2;
14046;0;;0;;0;;4;
14047;2;;0;;0;;1;
14048;2;;0;;0;;1;
14049;1;;0;;0;;2;
14050;0;;0;;0;;2;
14051;1;;0;;0;;6;
14052;0;;0;;0;;4;
14053;0;;0;;0;;6;
14054;0;;0;;1;;4;
14055;1;;1;;0;;3;
14056;0;;0;;0;;3;
14057;0;;0;;0;;2;
14058;2;;0;;0;;4;
14059;0;;0;;0;;4;
14060;0;;0;;0;;3;
14061;0;;0;;0;;2;
14062;0;;0;;0;;0;
14063;1;;0;;0;;3;
14064;0;;0;;0;;1;
14065;0;;1;;0;;5;
14066;1;;0;;0;;2;
14067;1;;0;;0;;6;
14068;1;;0;;0;;1;
14069;2;;0;;0;;4;
14070;4;;1;;0;;3;
14071;2;;0;;0;;2;
14072;0;;1;;0;;2;
14073;1;;0;;0;;5;
14074;1;;1;;0;;0;
14075;0;;0;;0;;3;
14076;1;;0;;0;;5;
14077;1;;0;;0;;4;
14078;2;;0;;0;;2;
14079;0;;0;;0;;2;
14080;1;;0;;0;;1;
14081;1;;0;;0;;1;
14082;1;;0;;0;;0;
14083;0;;0;;0;;1;
14084;0;;0;;0;;3;
14085;0;;0;;0;;2;
14086;0;;1;;0;;2;
14087;0;;0;;0;;2;
14088;0;;0;;0;;3;
14089;1;;0;;0;;2;
14090;1;;0;;0;;5;
14091;2;;0;;0;;0;
14092;0;;0;;0;;4;
14093;2;;0;;0;;3;
14094;0;;0;;0;;3;
14095;1;;1;;0;;1;
14096;0;;0;;0;;4;
14097;0;;0;;0;;3;
14098;2;;0;;0;;2;
14099;2;;0;;0;;2;
14100;1;;0;;0;;3;
14101;0;;0;;1;;2;
14102;1;;0;;0;;1;
14103;0;;0;;0;;4;
14104;0;;0;;0;;3;
14105;0;;0;;0;;3;
14106;0;;0;;0;;3;
14107;0;;0;;0;;1;
14108;1;;0;;0;;2;
14109;1;;0;;0;;1;
14110;4;;0;;0;;2;
14111;0;;0;;0;;2;
14112;2;;0;;0;;2;
14113;0;;0;;0;;4;
14114;0;;0;;0;;3;
14115;0;;0;;0;;4;
14116;2;;0;;0;;2;
14117;0;;0;;0;;2;
14118;0;;0;;0;;0;
14119;1;;0;;0;;1;
14120;0;;0;;0;;3;
14121;1;;0;;0;;3;
14122;1;;0;;1;;1;
14123;0;;0;;0;;1;
14124;0;;0;;0;;2;
14125;0;;1;;0;;3;
14126;1;;0;;0;;4;
14127;0;;0;;0;;1;
14128;2;;0;;0;;2;
14129;1;;0;;0;;1;
14130;2;;0;;0;;5;
14131;3;;0;;0;;3;
14132;1;;0;;0;;0;
14133;1;;0;;0;;1;
14134;1;;0;;0;;2;
14135;1;;0;;0;;1;
14136;0;;0;;0;;2;
14137;0;;0;;0;;4;
14138;0;;0;;0;;3;
14139;0;;0;;1;;3;
14140;1;;0;;0;;5;
14141;1;;0;;0;;6;
14142;0;;0;;0;;2;
14143;0;;0;;0;;2;
14144;0;;0;;0;;4;
14145;2;;0;;0;;4;
14146;1;;0;;0;;3;
14147;0;;0;;0;;1;
14148;1;;0;;0;;3;
14149;0;;0;;0;;6;
14150;0;;0;;0;;1;
14151;2;;0;;0;;4;
14152;1;;0;;0;;0;
14153;0;;0;;0;;3;
14154;0;;0;;0;;2;
14155;0;;0;;0;;6;
14156;0;;0;;0;;2;
14157;0;;0;;0;;3;
14158;2;;0;;0;;5;
14159;0;;0;;0;;4;
14160;0;;0;;0;;3;
14161;0;;1;;0;;5;
14162;1;;0;;0;;4;
14163;1;;1;;0;;5;
14164;0;;1;;0;;3;
14165;0;;1;;1;;2;
14166;1;;1;;0;;1;
14167;0;;0;;0;;2;
14168;1;;0;;0;;2;
14169;0;;0;;0;;2;
14170;0;;0;;0;;4;
14171;1;;0;;0;;4;
14172;0;;0;;0;;3;
14173;0;;0;;0;;2;
14174;1;;0;;0;;5;
14175;0;;0;;0;;4;
14176;1;;0;;0;;5;
14177;0;;0;;0;;3;
14178;0;;0;;0;;1;
14179;0;;0;;0;;2;
14180;0;;0;;0;;2;
14181;1;;0;;0;;1;
14182;0;;0;;0;;1;
14183;0;;0;;0;;3;
14184;0;;0;;0;;3;
14185;1;;0;;0;;3;
14186;0;;0;;0;;4;
14187;1;;0;;0;;2;
14188;1;;0;;0;;2;
14189;1;;0;;0;;5;
14190;0;;0;;0;;6;
14191;1;;0;;0;;3;
14192;0;;0;;0;;1;
14193;2;;0;;0;;2;
14194;2;;1;;0;;3;
14195;0;;0;;0;;2;
14196;1;;0;;0;;4;
14197;0;;0;;0;;5;
14198;1;;0;;0;;3;
14199;1;;0;;0;;2;
14200;2;;0;;0;;2;
14201;0;;0;;0;;3;
14202;0;;0;;0;;0;
14203;1;;0;;0;;1;
14204;1;;0;;0;;1;
14205;2;;0;;0;;2;
14206;0;;0;;0;;3;
14207;0;;0;;0;;2;
14208;1;;1;;0;;2;
14209;0;;0;;0;;1;
14210;0;;0;;0;;3;
14211;0;;0;;0;;2;
14212;1;;0;;0;;2;
14213;1;;0;;0;;2;
14214;1;;0;;0;;8;
14215;1;;0;;0;;4;
14216;1;;1;;0;;4;
14217;1;;0;;0;;1;
14218;0;;0;;0;;2;
14219;0;;0;;0;;2;
14220;0;;0;;0;;1;
14221;1;;0;;0;;2;
14222;0;;0;;0;;2;
14223;2;;0;;0;;1;
14224;1;;0;;0;;3;
14225;1;;0;;0;;1;
14226;1;;0;;0;;3;
14227;0;;0;;0;;3;
14228;1;;0;;0;;3;
14229;0;;0;;0;;3;
14230;1;;0;;0;;7;
14231;0;;0;;1;;3;
14232;1;;0;;0;;4;
14233;0;;0;;0;;3;
14234;2;;0;;0;;2;
14235;0;;0;;0;;3;
14236;1;;0;;0;;1;
14237;0;;0;;0;;4;
14238;0;;0;;0;;5;
14239;1;;0;;0;;2;
14240;0;;0;;0;;3;
14241;0;;0;;0;;5;
14242;0;;0;;0;;4;
14243;0;;0;;0;;2;
14244;0;;0;;0;;2;
14245;0;;0;;1;;2;
14246;0;;0;;0;;2;
14247;1;;0;;0;;0;
14248;1;;0;;0;;2;
14249;1;;0;;0;;4;
14250;0;;0;;0;;1;
14251;0;;0;;0;;0;
14252;1;;0;;0;;3;
14253;0;;0;;0;;4;
14254;1;;0;;0;;6;
14255;1;;1;;0;;4;
14256;0;;0;;0;;3;
14257;0;;0;;0;;4;
14258;0;;0;;0;;1;
14259;0;;0;;0;;2;
14260;1;;0;;0;;4;
14261;0;;0;;0;;3;
14262;0;;0;;0;;1;
14263;0;;0;;0;;3;
14264;1;;0;;0;;2;
14265;0;;0;;0;;3;
14266;1;;0;;0;;7;
14267;1;;0;;0;;5;
14268;0;;0;;0;;4;
14269;2;;0;;0;;2;
14270;1;;0;;0;;3;
14271;0;;0;;0;;3;
14272;1;;0;;0;;2;
14273;0;;0;;0;;4;
14274;0;;0;;0;;1;
14275;1;;0;;0;;2;
14276;0;;0;;0;;2;
14277;1;;0;;0;;2;
14278;1;;0;;0;;4;
14279;0;;0;;0;;2;
14280;0;;1;;0;;2;
14281;0;;0;;0;;3;
14282;1;;0;;0;;2;
14283;2;;0;;0;;2;
14284;1;;0;;0;;1;
14285;1;;0;;0;;2;
14286;1;;0;;0;;3;
14287;0;;0;;0;;4;
14288;1;;0;;0;;2;
14289;1;;0;;0;;1;
14290;0;;0;;0;;1;
14291;0;;0;;0;;1;
14292;0;;0;;0;;1;
14293;1;;0;;0;;1;
14294;1;;0;;0;;3;
14295;1;;0;;0;;5;
14296;1;;0;;1;;2;
14297;0;;0;;0;;0;
14298;0;;1;;0;;2;
14299;1;;1;;0;;3;
14300;0;;0;;0;;1;
14301;0;;0;;0;;3;
14302;0;;0;;0;;4;
14303;0;;0;;0;;2;
14304;0;;0;;0;;5;
14305;0;;0;;0;;2;
14306;0;;0;;0;;3;
14307;0;;0;;0;;4;
14308;1;;0;;0;;2;
14309;1;;1;;0;;4;
14310;1;;0;;0;;3;
14311;1;;1;;0;;1;
14312;0;;0;;0;;4;
14313;0;;0;;0;;3;
14314;1;;0;;0;;8;
14315;0;;1;;0;;1;
14316;0;;1;;0;;4;
14317;1;;0;;0;;3;
14318;0;;0;;0;;2;
14319;0;;0;;0;;4;
14320;0;;0;;0;;3;
14321;0;;0;;0;;3;
14322;0;;0;;0;;2;
14323;1;;0;;0;;1;
14324;0;;0;;0;;2;
14325;1;;0;;0;;2;
14326;2;;0;;0;;0;
14327;1;;0;;0;;5;
14328;0;;0;;0;;4;
14329;0;;0;;0;;3;
14330;0;;0;;0;;2;
14331;1;;0;;0;;1;
14332;0;;0;;0;;4;
14333;1;;0;;0;;1;
14334;3;;0;;0;;4;
14335;1;;0;;0;;3;
14336;0;;0;;0;;2;
14337;0;;0;;0;;3;
14338;0;;0;;0;;1;
14339;1;;0;;0;;3;
14340;0;;0;;0;;1;
14341;1;;0;;1;;4;
14342;1;;0;;0;;2;
14343;0;;0;;0;;2;
14344;0;;0;;0;;4;
14345;1;;0;;0;;2;
14346;1;;0;;0;;2;
14347;0;;0;;0;;2;
14348;0;;0;;0;;3;
14349;0;;0;;0;;5;
14350;1;;0;;0;;5;
14351;0;;0;;0;;7;
14352;0;;0;;0;;5;
14353;0;;0;;0;;3;
14354;0;;0;;0;;1;
14355;0;;1;;0;;3;
14356;1;;0;;0;;6;
14357;0;;0;;0;;2;
14358;0;;0;;0;;1;
14359;0;;0;;0;;2;
14360;0;;0;;0;;1;
14361;1;;0;;0;;3;
14362;1;;0;;0;;1;
14363;2;;0;;0;;3;
14364;0;;1;;0;;2;
14365;1;;1;;0;;1;
14366;0;;0;;0;;3;
14367;0;;0;;0;;4;
14368;1;;0;;0;;2;
14369;0;;0;;0;;3;
14370;0;;0;;0;;4;
14371;0;;0;;1;;2;
14372;0;;0;;0;;4;
14373;1;;0;;0;;2;
14374;0;;0;;0;;3;
14375;0;;0;;0;;1;
14376;0;;0;;0;;3;
14377;0;;0;;0;;2;
14378;0;;0;;0;;2;
14379;0;;0;;0;;0;
14380;0;;0;;0;;3;
14381;1;;0;;0;;0;
14382;0;;0;;0;;4;
14383;0;;0;;0;;5;
14384;0;;0;;0;;2;
14385;2;;0;;0;;2;
14386;0;;0;;0;;3;
14387;0;;0;;0;;5;
14388;1;;0;;0;;6;
14389;1;;0;;0;;4;
14390;1;;0;;0;;4;
14391;0;;0;;0;;2;
14392;0;;0;;0;;3;
14393;2;;0;;0;;4;
14394;1;;0;;0;;1;
14395;2;;0;;0;;3;
14396;1;;0;;0;;2;
14397;1;;0;;0;;4;
14398;0;;0;;0;;6;
14399;0;;0;;0;;4;
14400;0;;1;;0;;1;
14401;0;;0;;0;;1;
14402;0;;0;;0;;3;
14403;0;;1;;0;;2;
14404;0;;0;;0;;2;
14405;1;;0;;0;;3;
14406;1;;0;;0;;2;
14407;0;;0;;0;;2;
14408;0;;0;;0;;1;
14409;0;;0;;0;;5;
14410;1;;0;;0;;3;
14411;0;;0;;0;;3;
14412;0;;0;;0;;4;
14413;1;;0;;0;;5;
14414;1;;0;;0;;3;
14415;0;;0;;1;;1;
14416;2;;0;;0;;3;
14417;3;;0;;0;;8;
14418;1;;0;;0;;3;
14419;0;;0;;0;;5;
14420;1;;0;;0;;4;
14421;1;;0;;0;;3;
14422;0;;0;;0;;1;
14423;0;;0;;0;;4;
14424;0;;0;;0;;5;
14425;0;;0;;0;;3;
14426;1;;0;;0;;3;
14427;1;;0;;0;;2;
14428;0;;0;;0;;4;
14429;0;;0;;0;;2;
14430;1;;0;;0;;2;
14431;0;;0;;0;;1;
14432;1;;0;;1;;2;
14433;0;;0;;0;;4;
14434;1;;0;;0;;1;
14435;0;;0;;0;;1;
14436;0;;0;;0;;8;
14437;2;;0;;0;;1;
14438;0;;0;;0;;4;
14439;0;;1;;0;;1;
14440;1;;1;;0;;1;
14441;1;;0;;0;;1;
14442;0;;0;;1;;2;
14443;0;;0;;0;;4;
14444;1;;0;;0;;2;
14445;0;;0;;1;;3;
14446;3;;0;;0;;3;
14447;2;;0;;0;;3;
14448;1;;0;;1;;4;
14449;0;;0;;0;;3;
14450;0;;0;;0;;1;
14451;0;;0;;0;;2;
14452;1;;0;;0;;3;
14453;0;;0;;0;;3;
14454;1;;0;;0;;3;
14455;1;;0;;0;;5;
14456;1;;0;;0;;1;
14457;1;;0;;0;;3;
14458;0;;0;;0;;0;
14459;1;;0;;0;;3;
14460;0;;0;;0;;6;
14461;0;;0;;1;;3;
14462;0;;0;;0;;2;
14463;1;;0;;0;;4;
14464;1;;0;;0;;3;
14465;0;;0;;0;;3;
14466;0;;0;;0;;4;
14467;2;;0;;1;;5;
14468;1;;0;;0;;1;
14469;0;;0;;0;;2;
14470;1;;0;;0;;3;
14471;0;;0;;0;;2;
14472;0;;0;;0;;2;
14473;0;;0;;0;;3;
14474;0;;0;;0;;6;
14475;1;;0;;0;;5;
14476;0;;0;;0;;3;
14477;0;;0;;0;;2;
14478;0;;0;;0;;2;
14479;0;;0;;0;;3;
